node,metric,mean_slope,change_magnitude,change_direction,relative_slope,abs_effect_size,effect_size_cohens_d,r_squared,n_sessions,significant
6,participation_coef,-0.014890949954686943,0.0856620157363277,decreasing,-0.019037203210754108,0.019037203210754108,-0.019037203210754108,0.29025459217993743,9,True
6,within_module_zscore,-0.3589232679229054,3.236290757695885,decreasing,-0.5638332030964204,0.5638332030964204,-0.5638332030964204,0.10405185551279084,9,True
7,degree,-7.284693166438142e-15,0.0,decreasing,-8.993448353627336e-17,8.993448353627336e-17,-8.993448353627336e-17,,9,False
7,strength,-0.239165696686653,6.467027705738722,decreasing,-0.005340236228496145,0.005340236228496145,-0.005340236228496145,0.0072305648477068996,9,False
7,betweenness,103.99999999999997,672.0,increasing,0.857142857142857,0.857142857142857,0.857142857142857,0.18427150061332953,9,True
7,clustering,-0.0023557415816505374,0.05911998372750693,decreasing,-0.004582436341877785,0.004582436341877785,-0.004582436341877785,0.008579714596331556,9,False
7,local_efficiency,-0.0023373895720563663,0.0594368759074092,decreasing,-0.0045401431302241205,0.0045401431302241205,-0.0045401431302241205,0.008352240640362885,9,False
7,participation_coef,-0.010274944417351247,0.08443952111923914,decreasing,-0.013062298969757843,0.013062298969757843,-0.013062298969757843,0.16165730572585457,9,True
7,within_module_zscore,0.20280740514213955,3.9107861835970894,increasing,41.264466480217266,41.264466480217266,41.264466480217266,0.028233636953611252,9,True
8,degree,-7.284693166438142e-15,0.0,decreasing,-8.993448353627336e-17,8.993448353627336e-17,-8.993448353627336e-17,,9,False
8,strength,-1.6354819824754006,7.835193069716695,decreasing,-0.036538255092130933,0.036538255092130933,-0.036538255092130933,0.3517085531806512,9,True
8,betweenness,23.66666666666668,210.0,increasing,0.3424437299035371,0.3424437299035371,0.3424437299035371,0.06637319616586501,9,True
8,clustering,-0.013589099192794881,0.07075768055189047,decreasing,-0.026455638593448204,0.026455638593448204,-0.026455638593448204,0.2783744056820746,9,True
8,local_efficiency,-0.013590679056475506,0.07087628584958333,decreasing,-0.026418241965782237,0.026418241965782237,-0.026418241965782237,0.27763126853452325,9,True
8,participation_coef,-0.011934092595194,0.0897499237278756,decreasing,-0.015221080691409249,0.015221080691409249,-0.015221080691409249,0.17511140982814177,9,True
8,within_module_zscore,-0.41817034705977973,3.9023260306564236,decreasing,-0.6791354845031015,0.6791354845031015,-0.6791354845031015,0.08148124515230437,9,True
9,degree,-7.284693166438142e-15,0.0,decreasing,-8.993448353627336e-17,8.993448353627336e-17,-8.993448353627336e-17,,9,False
9,strength,1.1086017522971783,4.71647894012375,increasing,0.02550114903580729,0.02550114903580729,0.02550114903580729,0.34439801997216335,9,True
9,betweenness,10.666666666666666,230.0,increasing,0.12151898734177215,0.12151898734177215,0.12151898734177215,0.01946718714354545,9,True
9,clustering,0.009901273212580289,0.04145795120234691,increasing,0.01966615868542181,0.01966615868542181,0.01966615868542181,0.3689792104354265,9,True
9,local_efficiency,0.009949801676977494,0.041886421864442136,increasing,0.019731613657702853,0.019731613657702853,0.019731613657702853,0.36905736326382177,9,True
9,participation_coef,-0.012442081929730354,0.09728620055121162,decreasing,-0.015877859121762244,0.015877859121762244,-0.015877859121762244,0.17450743960217174,9,True
9,within_module_zscore,0.21840738447125688,3.709373049068129,increasing,1.2426756553019827,1.2426756553019827,1.2426756553019827,0.021588367560574695,9,True
10,degree,-7.284693166438142e-15,0.0,decreasing,-8.993448353627336e-17,8.993448353627336e-17,-8.993448353627336e-17,,9,False
10,strength,0.7123320866347436,4.361036756004587,increasing,0.016357686271455393,0.016357686271455393,0.016357686271455393,0.13908116064126486,9,True
10,betweenness,-61.333333333333314,308.0,decreasing,-0.5237191650853888,0.5237191650853888,-0.5237191650853888,0.1799880915251354,9,True
10,clustering,0.007630068900000207,0.0390389294299639,increasing,0.015180724274206315,0.015180724274206315,0.015180724274206315,0.17262363303205142,9,True
10,local_efficiency,0.007669204736782628,0.03926320201175304,increasing,0.015234944710903692,0.015234944710903692,0.015234944710903692,0.17167779210100564,9,True
10,participation_coef,-0.010841490922992083,0.08315322282901794,decreasing,-0.013803069287297996,0.013803069287297996,-0.013803069287297996,0.1715197292589915,9,True
10,within_module_zscore,0.33207251797379506,3.3082379481075166,increasing,1.0892155103637118,1.0892155103637118,1.0892155103637118,0.06918890524464028,9,True
11,degree,-7.284693166438142e-15,0.0,decreasing,-8.993448353627336e-17,8.993448353627336e-17,-8.993448353627336e-17,,9,False
11,strength,0.6426908884889634,5.897995381450201,increasing,0.015225647261950182,0.015225647261950182,0.015225647261950182,0.06252168903276734,9,True
11,betweenness,-31.333333333333332,248.0,decreasing,-0.36246786632390743,0.36246786632390743,-0.36246786632390743,0.07859438560704002,9,True
11,clustering,0.007029811056669642,0.054108894965521404,increasing,0.014218793916986593,0.014218793916986593,0.014218793916986593,0.08551456528601753,9,True
11,local_efficiency,0.007082546750290633,0.05448680188380062,increasing,0.01430369334295178,0.01430369334295178,0.01430369334295178,0.0861988986297828,9,True
11,participation_coef,-0.014986586210414349,0.09251959166971091,decreasing,-0.019150977694192613,0.019150977694192613,-0.019150977694192613,0.2577863828688819,9,True
11,within_module_zscore,0.012018183541539832,2.1521977680785644,increasing,0.03680399543989514,0.03680399543989514,0.03680399543989514,0.0001672334029486633,9,True
12,degree,-7.284693166438142e-15,0.0,decreasing,-8.993448353627336e-17,8.993448353627336e-17,-8.993448353627336e-17,,9,False
12,strength,-0.9204905272845347,4.147399742580845,decreasing,-0.02111134168867893,0.02111134168867893,-0.02111134168867893,0.2638395274187423,9,True
12,betweenness,-26.00000000000002,358.0,decreasing,-0.1710526315789475,0.1710526315789475,-0.1710526315789475,0.023369439963125127,9,True
12,clustering,-0.007149465169024363,0.03530153677777148,decreasing,-0.014216494728890765,0.014216494728890765,-0.014216494728890765,0.17544422068412235,9,True
12,local_efficiency,-0.007127119128264814,0.03548680176790775,decreasing,-0.014149991250618981,0.014149991250618981,-0.014149991250618981,0.17294464195110149,9,True
12,participation_coef,-0.014709563298025296,0.08636015119700247,decreasing,-0.01876129078092941,0.01876129078092941,-0.01876129078092941,0.285032391762586,9,True
12,within_module_zscore,-0.6034669561644758,3.1524902088950415,decreasing,-1.807279882368734,1.807279882368734,-1.807279882368734,0.21982549681318053,9,True
13,degree,-7.284693166438142e-15,0.0,decreasing,-8.993448353627336e-17,8.993448353627336e-17,-8.993448353627336e-17,,9,False
13,strength,0.1991731985557016,2.7413659373230246,increasing,0.00457643907462667,0.00457643907462667,0.00457643907462667,0.03011844582626777,9,False
13,betweenness,-11.666666666666671,132.0,decreasing,-0.1726973684210527,0.1726973684210527,-0.1726973684210527,0.03702994639474433,9,True
13,clustering,0.0034571278613504965,0.02538367262285246,increasing,0.006843539698867761,0.006843539698867761,0.006843539698867761,0.09292525583046518,9,False
13,local_efficiency,0.0034920757405175317,0.0251913159053494,increasing,0.0069019733289797615,0.0069019733289797615,0.0069019733289797615,0.09530567280314284,9,False
13,participation_coef,-0.012353171865595997,0.08776970557846253,decreasing,-0.015719940656079595,0.015719940656079595,-0.015719940656079595,0.2075693006679481,9,True
13,within_module_zscore,-0.030060000235269252,1.6927995610271809,decreasing,-2.4452036849786447,2.4452036849786447,-2.4452036849786447,0.0015858551424955403,9,True
14,degree,-7.284693166438142e-15,0.0,decreasing,-8.993448353627336e-17,8.993448353627336e-17,-8.993448353627336e-17,,9,False
14,strength,-0.7459837954913296,3.9870994346249446,decreasing,-0.016641440238380722,0.016641440238380722,-0.016641440238380722,0.1593180182263466,9,True
14,betweenness,54.333333333333314,284.0,increasing,0.738670694864048,0.738670694864048,0.738670694864048,0.29345905188283306,9,True
14,clustering,-0.0076296646903612495,0.03535543715392897,decreasing,-0.014805989659523455,0.014805989659523455,-0.014805989659523455,0.24617565679010056,9,True
14,local_efficiency,-0.007614286264265574,0.035327986789595034,decreasing,-0.014753446657687581,0.014753446657687581,-0.014753446657687581,0.24580365031549778,9,True
14,participation_coef,-0.011542674574670347,0.09233723070089539,decreasing,-0.014729553330767095,0.014729553330767095,-0.014729553330767095,0.1664164697314542,9,True
14,within_module_zscore,-0.4170391554364356,3.4704551802509562,decreasing,-0.509249679311791,0.509249679311791,-0.509249679311791,0.10685034576946484,9,True
15,degree,-7.284693166438142e-15,0.0,decreasing,-8.993448353627336e-17,8.993448353627336e-17,-8.993448353627336e-17,,9,False
15,strength,1.1001058932910972,4.056249384382063,increasing,0.025569214997350587,0.025569214997350587,0.025569214997350587,0.44820753608989594,9,True
15,betweenness,56.33333333333335,250.0,increasing,0.47118959107806707,0.47118959107806707,0.47118959107806707,0.3629405286343612,9,True
15,clustering,0.007462383141993689,0.03450395785884758,increasing,0.014952911336009964,0.014952911336009964,0.014952911336009964,0.28492832509688915,9,True
15,local_efficiency,0.007489468972436907,0.034514327346951534,increasing,0.014984058301142395,0.014984058301142395,0.014984058301142395,0.28481546065301067,9,True
15,participation_coef,-0.012990472324778448,0.08964287779586955,decreasing,-0.016583392251516317,0.016583392251516317,-0.016583392251516317,0.23280650322192908,9,True
15,within_module_zscore,0.4478657187291414,2.5335661091478032,increasing,1.7982925949652535,1.7982925949652535,1.7982925949652535,0.25620272042280523,9,True
16,degree,-7.284693166438142e-15,0.0,decreasing,-8.993448353627336e-17,8.993448353627336e-17,-8.993448353627336e-17,,9,False
16,strength,-0.34012475557453586,6.459468272262008,decreasing,-0.007945471441568522,0.007945471441568522,-0.007945471441568522,0.028295649469371686,9,False
16,betweenness,33.66666666666665,520.0,increasing,0.2115921787709496,0.2115921787709496,0.2115921787709496,0.030202514655666035,9,True
16,clustering,-0.0020886688945703186,0.05870529351105258,decreasing,-0.004211478199657024,0.004211478199657024,-0.004211478199657024,0.011691385303377877,9,False
16,local_efficiency,-0.0020459533627863644,0.05900213346835681,decreasing,-0.004119322617200401,0.004119322617200401,-0.004119322617200401,0.011162100323453106,9,False
16,participation_coef,-0.014048136337239668,0.09078380063966529,decreasing,-0.017980712917975414,0.017980712917975414,-0.017980712917975414,0.23338005759863745,9,True
16,within_module_zscore,-1.207669054504967,3.946584547290795,decreasing,-2.799124137842118,2.799124137842118,-2.799124137842118,0.5592552755977687,9,True
17,degree,-7.284693166438142e-15,0.0,decreasing,-8.993448353627336e-17,8.993448353627336e-17,-8.993448353627336e-17,,9,False
17,strength,-0.3602284363673376,3.52200004051668,decreasing,-0.008398200778832474,0.008398200778832474,-0.008398200778832474,0.048262840812616004,9,False
17,betweenness,66.99999999999996,344.0,increasing,0.6090909090909087,0.6090909090909087,0.6090909090909087,0.22161334913112174,9,True
17,clustering,-0.004343447037404737,0.03470469592003833,decreasing,-0.00870687170776383,0.00870687170776383,-0.00870687170776383,0.0824498727149997,9,False
17,local_efficiency,-0.004342887257302636,0.03474975385718143,decreasing,-0.008692574281136853,0.008692574281136853,-0.008692574281136853,0.0817640668670282,9,False
17,participation_coef,-0.01328126034731272,0.08848911197329223,decreasing,-0.01693869039300445,0.01693869039300445,-0.01693869039300445,0.23270826675476375,9,True
17,within_module_zscore,-0.18144196637620444,2.999778032431957,decreasing,-0.5533741581216369,0.5533741581216369,-0.5533741581216369,0.019612410273193603,9,True
18,degree,-7.284693166438142e-15,0.0,decreasing,-8.993448353627336e-17,8.993448353627336e-17,-8.993448353627336e-17,,9,False
18,strength,-1.1927698806981553,3.8462419006287902,decreasing,-0.027459974528588726,0.027459974528588726,-0.027459974528588726,0.4575098681346601,9,True
18,betweenness,88.99999999999999,314.0,increasing,1.0511811023622044,1.0511811023622044,1.0511811023622044,0.5568757030371203,9,True
18,clustering,-0.012776291719572761,0.03871974602560463,decreasing,-0.025366827360300315,0.025366827360300315,-0.025366827360300315,0.5226894397270408,9,True
18,local_efficiency,-0.012783566047776937,0.03883742942844515,decreasing,-0.025341405690429565,0.025341405690429565,-0.025341405690429565,0.5224270062247329,9,True
18,participation_coef,-0.014972779449073133,0.08856811177013313,decreasing,-0.019142004384126072,0.019142004384126072,-0.019142004384126072,0.2994592953387464,9,True
18,within_module_zscore,-0.1886664053960211,2.564236052777553,decreasing,-1.2290568068574408,1.2290568068574408,-1.2290568068574408,0.032269827717369415,9,True
19,degree,-7.284693166438142e-15,0.0,decreasing,-8.993448353627336e-17,8.993448353627336e-17,-8.993448353627336e-17,,9,False
19,strength,0.05560905664816776,1.940871251541573,increasing,0.0012752276206576048,0.0012752276206576048,0.0012752276206576048,0.004745736277549817,9,False
19,betweenness,-25.333333333333325,82.0,decreasing,-0.43346007604562725,0.43346007604562725,-0.43346007604562725,0.5677588466579292,9,True
19,clustering,0.001258050577546564,0.012943241785530635,increasing,0.00248778909909531,0.00248778909909531,0.00248778909909531,0.042510300678715196,9,False
19,local_efficiency,0.001301922111814849,0.012711182918402564,increasing,0.0025706921916717924,0.0025706921916717924,0.0025706921916717924,0.04632866055628737,9,False
19,participation_coef,-0.015333346049208172,0.09316710506151127,decreasing,-0.01963750019435646,0.01963750019435646,-0.01963750019435646,0.2609003748028882,9,True
19,within_module_zscore,0.13433046918428163,3.1378067705955046,increasing,5.504983210600767,5.504983210600767,5.504983210600767,0.013287477095807687,9,True
20,degree,-7.284693166438142e-15,0.0,decreasing,-8.993448353627336e-17,8.993448353627336e-17,-8.993448353627336e-17,,9,False
20,strength,-0.8819310614924151,5.7797556004087625,decreasing,-0.0199985742546115,0.0199985742546115,-0.0199985742546115,0.181204947578969,9,True
20,betweenness,36.33333333333333,134.0,increasing,0.7047413793103448,0.7047413793103448,0.7047413793103448,0.49959351872617175,9,True
20,clustering,-0.007999083991070488,0.0500653718584505,decreasing,-0.015710684349692354,0.015710684349692354,-0.015710684349692354,0.19701488691255942,9,True
20,local_efficiency,-0.007982268826042803,0.050258065507306826,decreasing,-0.015653029612251713,0.015653029612251713,-0.015653029612251713,0.19464625464981733,9,True
20,participation_coef,-0.013436193737890295,0.08273938111577495,decreasing,-0.017128384271624025,0.017128384271624025,-0.017128384271624025,0.26380564704085285,9,True
20,within_module_zscore,-0.11070602345709625,3.5527342702021008,decreasing,-0.17538466427261587,0.17538466427261587,-0.17538466427261587,0.007558091335959305,9,True
21,degree,-7.284693166438142e-15,0.0,decreasing,-8.993448353627336e-17,8.993448353627336e-17,-8.993448353627336e-17,,9,False
21,strength,-1.520541416624589,4.86288901679977,decreasing,-0.03399499767219881,0.03399499767219881,-0.03399499767219881,0.545645201915447,9,True
21,betweenness,14.999999999999972,194.0,increasing,0.1890756302521005,0.1890756302521005,0.1890756302521005,0.024456521739130266,9,True
21,clustering,-0.012970249825828326,0.04292187814271714,decreasing,-0.02515836979958421,0.02515836979958421,-0.02515836979958421,0.46193806993989195,9,True
21,local_efficiency,-0.01295785014921405,0.04274200733616884,decreasing,-0.02509682200436675,0.02509682200436675,-0.02509682200436675,0.4636347796157868,9,True
21,participation_coef,-0.015370305934041765,0.08667043911338079,decreasing,-0.019659622193448273,0.019659622193448273,-0.019659622193448273,0.2684314964647577,9,True
21,within_module_zscore,-0.31076515350462247,3.9800411381105,decreasing,-0.7529035572670707,0.7529035572670707,-0.7529035572670707,0.04074717054724086,9,True
22,degree,-7.284693166438142e-15,0.0,decreasing,-8.993448353627336e-17,8.993448353627336e-17,-8.993448353627336e-17,,9,False
22,strength,0.7096734177537052,10.413369242798602,increasing,0.01622810889524229,0.01622810889524229,0.01622810889524229,0.0280266395185631,9,True
22,betweenness,32.33333333333331,334.0,increasing,0.33602771362586575,0.33602771362586575,0.33602771362586575,0.06394184592522778,9,True
22,clustering,0.006217739806031958,0.09472184699882702,increasing,0.01228189834719671,0.01228189834719671,0.01228189834719671,0.025905657398796467,9,True
22,local_efficiency,0.006258855200903588,0.09506616211863939,increasing,0.012344210425629438,0.012344210425629438,0.012344210425629438,0.02617301985262166,9,True
22,participation_coef,-0.00873999366132774,0.08036744083416114,decreasing,-0.011119857245201972,0.011119857245201972,-0.011119857245201972,0.12775628228217184,9,True
22,within_module_zscore,-0.39874860927730776,3.3668226888445503,decreasing,-1.281161708881598,1.281161708881598,-1.281161708881598,0.1144986949926926,9,True
23,degree,-7.284693166438142e-15,0.0,decreasing,-8.993448353627336e-17,8.993448353627336e-17,-8.993448353627336e-17,,9,False
23,strength,0.3248983730655217,2.7945187933044338,increasing,0.007667085728466802,0.007667085728466802,0.007667085728466802,0.06855915518898803,9,False
23,betweenness,-17.666666666666682,146.0,decreasing,-0.25399361022364236,0.25399361022364236,-0.25399361022364236,0.07126306531813409,9,True
23,clustering,0.002921102048593185,0.027879142311454774,increasing,0.005897554159373961,0.005897554159373961,0.005897554159373961,0.0578862810184777,9,False
23,local_efficiency,0.0029693415666867664,0.02796602968756906,increasing,0.005985909191103978,0.005985909191103978,0.005985909191103978,0.05921157324545645,9,False
23,participation_coef,-0.015664745833778377,0.08609071466864959,decreasing,-0.019995113027922486,0.019995113027922486,-0.019995113027922486,0.33139750047449235,9,True
23,within_module_zscore,0.24718183853564582,1.622090533592735,increasing,0.5336660664542155,0.5336660664542155,0.5336660664542155,0.12921836395196384,9,True
24,degree,-7.284693166438142e-15,0.0,decreasing,-8.993448353627336e-17,8.993448353627336e-17,-8.993448353627336e-17,,9,False
24,strength,0.3107122064437725,3.9122189464722226,increasing,0.006922361737516829,0.006922361737516829,0.006922361737516829,0.04012226495320326,9,False
24,betweenness,-25.33333333333329,248.0,decreasing,-0.3257142857142852,0.3257142857142852,-0.3257142857142852,0.04824214617414824,9,True
24,clustering,0.003983040369190503,0.04074691022453164,increasing,0.007714378263333768,0.007714378263333768,0.007714378263333768,0.05399110851305733,9,False
24,local_efficiency,0.0040131048364419435,0.04095000716119396,increasing,0.007760618827643873,0.007760618827643873,0.007760618827643873,0.0538733171394149,9,False
24,participation_coef,-0.013257820231449903,0.08313419519785192,decreasing,-0.01687936279946152,0.01687936279946152,-0.01687936279946152,0.24643299633460347,9,True
24,within_module_zscore,0.06074529754280562,1.960513353303667,increasing,0.09171934812641944,0.09171934812641944,0.09171934812641944,0.006636335087974121,9,True
25,degree,-7.284693166438142e-15,0.0,decreasing,-8.993448353627336e-17,8.993448353627336e-17,-8.993448353627336e-17,,9,False
25,strength,0.9508978443195544,4.787531401965865,increasing,0.022557882290540704,0.022557882290540704,0.022557882290540704,0.23269836062588944,9,True
25,betweenness,-84.6666666666667,568.0,decreasing,-0.25032851511169524,0.25032851511169524,-0.25032851511169524,0.13093704673868345,9,True
25,clustering,0.010851470703877373,0.05163026453288916,increasing,0.02232705830947102,0.02232705830947102,0.02232705830947102,0.26683431942463975,9,True
25,local_efficiency,0.010907644450122062,0.051579760487635795,increasing,0.022410057293554917,0.022410057293554917,0.022410057293554917,0.2704314889860001,9,True
25,participation_coef,-0.01479110203414774,0.09132319796243271,decreasing,-0.01890810499025795,0.01890810499025795,-0.01890810499025795,0.2643612101390429,9,True
25,within_module_zscore,0.5711988220379015,3.215739632464641,increasing,0.7020621427189657,0.7020621427189657,0.7020621427189657,0.1852889755391669,9,True
26,degree,-7.284693166438142e-15,0.0,decreasing,-8.993448353627336e-17,8.993448353627336e-17,-8.993448353627336e-17,,9,False
26,strength,0.37681371920503826,4.343370215955048,increasing,0.008834923632920034,0.008834923632920034,0.008834923632920034,0.04739111821313535,9,False
26,betweenness,-9.666666666666606,384.0,decreasing,-0.06521739130434741,0.06521739130434741,-0.06521739130434741,0.002452314487220275,9,True
26,clustering,0.003936312540997853,0.047346345813697566,increasing,0.007943502992552602,0.007943502992552602,0.007943502992552602,0.04140041874783118,9,False
26,local_efficiency,0.003960812881950981,0.04780500245946728,increasing,0.00798063747181135,0.00798063747181135,0.00798063747181135,0.041332028651340336,9,False
26,participation_coef,-0.010929234139489964,0.0842554357409222,decreasing,-0.013957536679396382,0.013957536679396382,-0.013957536679396382,0.1608452356934389,9,True
26,within_module_zscore,0.22205519282474315,2.8315727938498454,increasing,0.6028802262974845,0.6028802262974845,0.6028802262974845,0.03522790379902552,9,True
27,degree,-7.284693166438142e-15,0.0,decreasing,-8.993448353627336e-17,8.993448353627336e-17,-8.993448353627336e-17,,9,False
27,strength,-0.2889446120226625,3.9563094235765845,decreasing,-0.0066551499542126915,0.0066551499542126915,-0.0066551499542126915,0.0229552041737342,9,False
27,betweenness,50.99999999999998,254.0,increasing,0.5839694656488548,0.5839694656488548,0.5839694656488548,0.29202844311377274,9,True
27,clustering,-0.0020072595301248437,0.036772999166951814,decreasing,-0.004000889521161416,0.004000889521161416,-0.004000889521161416,0.01386394871933505,9,False
27,local_efficiency,-0.0019939929832736166,0.037054799322015664,decreasing,-0.003968288941488809,0.003968288941488809,-0.003968288941488809,0.013490895743195175,9,False
27,participation_coef,-0.011527670261851974,0.08446588449694381,decreasing,-0.014724951385586552,0.014724951385586552,-0.014724951385586552,0.18433282307145038,9,True
27,within_module_zscore,-0.04284000871417352,2.62951563200252,decreasing,-0.8092256820177339,0.8092256820177339,-0.8092256820177339,0.0014038061481671527,9,True
28,degree,-7.284693166438142e-15,0.0,decreasing,-8.993448353627336e-17,8.993448353627336e-17,-8.993448353627336e-17,,9,False
28,strength,0.37247474502668826,3.6667039859729798,increasing,0.008670429469703717,0.008670429469703717,0.008670429469703717,0.06918591865924206,9,False
28,betweenness,-40.66666666666671,226.0,decreasing,-0.1934460887949262,0.1934460887949262,-0.1934460887949262,0.2388267260007274,9,True
28,clustering,0.005758005062430776,0.03308877216984568,increasing,0.011636126299831403,0.011636126299831403,0.011636126299831403,0.18056833345619472,9,True
28,local_efficiency,0.0058198892329139225,0.03316133068064048,increasing,0.011743579793648278,0.011743579793648278,0.011743579793648278,0.18349221378684633,9,True
28,participation_coef,-0.014273804165615685,0.09533275485662451,decreasing,-0.018282081807082528,0.018282081807082528,-0.018282081807082528,0.2188889334900287,9,True
28,within_module_zscore,0.23632461493694318,2.518423132363252,increasing,1.700662916383162,1.700662916383162,1.700662916383162,0.062079657825372614,9,True
29,degree,-7.284693166438142e-15,0.0,decreasing,-8.993448353627336e-17,8.993448353627336e-17,-8.993448353627336e-17,,9,False
29,strength,0.3745048505432926,6.180254737510573,increasing,0.00871810676788437,0.00871810676788437,0.00871810676788437,0.019197953968981718,9,False
